"id";"pesid";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_principal";"causa_acidente";"ordem_tipo_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"id_veiculo";"tipo_veiculo";"marca";"ano_fabricacao_veiculo";"tipo_envolvido";"estado_fisico";"idade";"sexo";"ilesos";"feridos_leves";"feridos_graves";"mortos";"latitude";"longitude";"regional";"delegacia";"uop"
99981;216325;2018-01-01;"segunda-feira";"01:15:00";"RS";386;134;"SARANDI";"Sim";"Ingestao de alcool";1;"Colisao transversal";"Sem Vitimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Intersecao de vias";"Nao";177645;"Caminhonete";"GM/MONTANA CONQUEST";2007;"Condutor";"Ileso";65;"Masculino";1;0;0;0;"-27.953636";"-52.916374";"SR-RS";"DEL9/14";"UOP01/RS"
99981;216327;2018-01-01;"segunda-feira";"01:15:00";"RS";386;134;"SARANDI";"Sim";"Ingestao de alcool";1;"Colisao transversal";"Sem Vitimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Intersecao de vias";"Nao";177646;"Automóvel";"RENAULT/SANDERO STEPWAY";2012;"Condutor";"Ileso";60;"Feminino";1;0;0;0;"-27.953636";"-52.916374";"SR-RS";"DEL9/14";"UOP01/RS"
99985;216429;2018-01-01;"segunda-feira";"01:00:00";"MT";163;1033;"MATUPA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Nao";177673;"Automóvel";"VW/GOL 1.0";2010;"Condutor";"Ileso";34;"Masculino";1;0;0;0;"-10.209568";"-54.963009";"SR-MT";"DEL2/6";"UOP02/MT"
99985;216428;2018-01-01;"segunda-feira";"01:00:00";"MT";163;1033;"MATUPA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Nao";177672;"Automóvel";"FIAT/UNO MILLE FIRE";2001;"Condutor";"Ileso";24;"Masculino";1;0;0;0;"-10.209568";"-54.963009";"SR-MT";"DEL2/6";"UOP02/MT"
99985;216431;2018-01-01;"segunda-feira";"01:00:00";"MT";163;1033;"MATUPA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Nao";177673;"Automóvel";"VW/GOL 1.0";2010;"Passageiro";"Ileso";37;"Masculino";1;0;0;0;"-10.209568";"-54.963009";"SR-MT";"DEL2/6";"UOP02/MT"
99990;216321;2018-01-01;"segunda-feira";"02:10:00";"RS";386;116,9;"SARANDI";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Sem Vitimas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177668;"Automóvel";"IMP/GM ASTRA GLS";1995;"Condutor";"Ileso";27;"Masculino";1;0;0;0;"-27.85375327";"-53.01505161";"SR-RS";"DEL9/14";"UOP01/RS"
99990;216322;2018-01-01;"segunda-feira";"02:10:00";"RS";386;116,9;"SARANDI";"Sim";"Ingestao de alcool";1;"Colisao frontal";"Sem Vitimas";"Plena Noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177667;"Ônibus";"MBENZ/MPOLO PARADISO R";2008;"Condutor";"Ileso";44;"Masculino";1;0;0;0;"-27.85375327";"-53.01505161";"SR-RS";"DEL9/14";"UOP01/RS"
99993;216978;2018-01-01;"segunda-feira";"03:00:00";"PR";277;18,5;"MORRETES";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Amanhecer";"Crescente";"Chuva";"Dupla";"Reta";"Nao";178147;"Automóvel";"RENAULT/SANDERO AUT1016V";2010;"Condutor";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-25.477423";"-48.834866";"SR-PR";"DEL7/1";"UOP07/PR"
1e+05;217230;2018-01-01;"segunda-feira";"02:20:00";"PR";116;191,5;"CAMPO DO TENENTE";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Plena Noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Nao";177655;"Caminhonete";"CHEVROLET/S10 LTZ FD4";2015;"Condutor";"Ileso";39;"Masculino";1;0;0;0;"-25.978533";"-49.683205";"SR-SC";"DEL8/6";"UOP01/SC"
100003;216324;2018-01-01;"segunda-feira";"04:00:00";"RJ";40;111;"DUQUE DE CAXIAS";"Sim";"Ingestao de alcool";1;"Colisao com objeto estatico";"Com Vitimas Feridas";"Plena Noite";"Crescente";"Ceu Claro";"Multipla";"Reta";"Sim";177669;"Automóvel";"TOYOTA/COROLLA GLI FLEX";2013;"Condutor";"Lesoes Leves";37;"Masculino";0;1;0;0;"-22.69068576";"-43.28676045";"SR-RJ";"DEL5/1";"UOP01/RJ"
100004;216386;2018-01-01;"segunda-feira";"02:40:00";"MT";163;755;"SORRISO";"Sim";"Ingestao de alcool";1;"Queda de ocupante de veiculo";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Nao Informado";"Nao";177713;"Motocicleta";"HONDA/NXR160 BROS ESDD";2016;"Condutor";"Lesoes Graves";31;"Masculino";0;0;1;0;"-12.52758546";"-55.7037735";"SR-MT";"DEL2/6";"UOP01/MT"
100013;219028;2018-01-01;"segunda-feira";"05:10:00";"SP";116;230;"SAO PAULO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Amanhecer";"Decrescente";"Ceu Claro";"Multipla";"Reta";"Sim";177683;"Automóvel";"FIAT/";1988;"Condutor";"Ileso";33;"Masculino";1;0;0;0;"-23.5489";"-46.6388";"SR-SP";"DEL6/1";"UOP01/SP"
100013;219031;2018-01-01;"segunda-feira";"05:10:00";"SP";116;230;"SAO PAULO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Amanhecer";"Decrescente";"Ceu Claro";"Multipla";"Reta";"Sim";179578;"Automóvel";"VW/GOL 1.0";2012;"Condutor";"Ileso";33;"Masculino";1;0;0;0;"-23.5489";"-46.6388";"SR-SP";"DEL6/1";"UOP01/SP"
100015;218354;2018-01-01;"segunda-feira";"01:45:00";"MG";262;801;"UBERABA";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Plena Noite";"Decrescente";"Ignorado";"Dupla";"Reta";"Sim";179083;"Caminhonete";"VW/SAVEIRO 1.8";2001;"Condutor";"Ileso";35;"Masculino";1;0;0;0;"-19.703303";"-47.985569";"SR-MG";"DEL4/15";"UOP01/MG"
100026;216365;2018-01-01;"segunda-feira";"06:00:00";"BA";410;25;"TUCANO";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177709;"Caminhonete";"FIAT/STRADA FIRE CE FLEX";2006;"Condutor";"Lesoes Graves";44;"Masculino";0;0;1;0;"-10.940996";"-38.719902";"SR-BA";"DEL10/7";"UOP02/BA"
100028;216381;2018-01-01;"segunda-feira";"06:55:00";"PR";376;2;"SAO JOSE DOS PINHAIS";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Nao";177711;"Caminhonete";"I/RENAULT KANGOO EXPRL10";2001;"Condutor";"Ileso";34;"Masculino";1;0;0;0;"-25.5307";"-49.1958";"SR-PR";"DEL7/1";"UOP08/PR"
100028;216379;2018-01-01;"segunda-feira";"06:55:00";"PR";376;2;"SAO JOSE DOS PINHAIS";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Nao";177710;"Automóvel";"HYUNDAI/HB20S 1.6M COMF";2014;"Condutor";"Ileso";46;"Masculino";1;0;0;0;"-25.5307";"-49.1958";"SR-PR";"DEL7/1";"UOP08/PR"
100031;216364;2018-01-01;"segunda-feira";"03:30:00";"MA";10;129;"ESTREITO";"Sim";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Ceu Claro";"Multipla";"Intersecao de vias";"Sim";177705;"Motocicleta";"HONDA/CG150 FAN ESDI";2014;"Condutor";"Lesoes Graves";26;"Masculino";0;0;1;0;"-6.557551";"-47.448788";"SR-MA";"DEL18/4";"UOP02/MA"
100031;216363;2018-01-01;"segunda-feira";"03:30:00";"MA";10;129;"ESTREITO";"Sim";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Plena Noite";"Decrescente";"Ceu Claro";"Multipla";"Intersecao de vias";"Sim";177704;"Motoneta";"HONDA/BIZ 125 ES";2009;"Condutor";"Lesoes Graves";27;"Masculino";0;0;1;0;"-6.557551";"-47.448788";"SR-MA";"DEL18/4";"UOP02/MA"
100040;216773;2018-01-01;"segunda-feira";"08:40:00";"CE";116;4;"FORTALEZA";"Sim";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Multipla";"Intersecao de vias";"Sim";177924;"Automóvel";"FIAT/SIENA FIRE FLEX";2006;"Condutor";"Ileso";41;"Masculino";1;0;0;0;"-3.78540204";"-38.51165056";"SR-CE";"DEL16/1";"UOP02/CE"
100040;216775;2018-01-01;"segunda-feira";"08:40:00";"CE";116;4;"FORTALEZA";"Sim";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Multipla";"Intersecao de vias";"Sim";177925;"Automóvel";"I/FIAT SIENA EL 1.4 FLEX";2015;"Condutor";"Lesoes Leves";59;"Masculino";0;1;0;0;"-3.78540204";"-38.51165056";"SR-CE";"DEL16/1";"UOP02/CE"
100052;216514;2018-01-01;"segunda-feira";"05:30:00";"PA";155;221;"ELDORADO DO CARAJAS";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Com Vitimas Fatais";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177766;"Motocicleta";"HONDA/CG 150 FAN ESI";2013;"Condutor";"Óbito";46;"Masculino";0;0;0;1;"-6.345512";"-49.389626";"SR-PA";"DEL19/3";"UOP01/PA"
100052;216587;2018-01-01;"segunda-feira";"05:30:00";"PA";155;221;"ELDORADO DO CARAJAS";"Sim";"Ingestao de alcool";1;"Colisao lateral";"Com Vitimas Fatais";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177767;"Caminhao";"I/MERCEDES";1982;"Condutor";"Ileso";66;"Masculino";1;0;0;0;"-6.345512";"-49.389626";"SR-PA";"DEL19/3";"UOP01/PA"
100063;216492;2018-01-01;"segunda-feira";"07:40:00";"RS";392;5,2;"RIO GRANDE";"Sim";"Ingestao de alcool";1;"Saida de leito carrocavel";"Sem Vitimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Curva";"Sim";177756;"Automóvel";"I/NISSAN SENTRA 20SV CVT";2013;"Condutor";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-32.07912744";"-52.10373947";"SR-RS";"DEL9/7";"UOP02/RS"
100090;216709;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177907;"Automóvel";"VW/GOL 1.6";2012;"Condutor";"Lesoes Leves";60;"Masculino";0;1;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;216726;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177908;"Automóvel";"FORD/FIESTA FLEX";2010;"Condutor";"Lesoes Leves";19;"Feminino";0;1;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;216727;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177908;"Automóvel";"FORD/FIESTA FLEX";2010;"Passageiro";"Lesoes Leves";20;"Feminino";0;1;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;216719;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177908;"Automóvel";"FORD/FIESTA FLEX";2010;"Testemunha";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;219471;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";179820;"Automóvel";"";NA;"Condutor";"Ileso";NA;"Nao Informado";1;0;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;219426;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177905;"Automóvel";"GM/ASTRA HB 4P ADVANTAGE";2007;"Condutor";"Ileso";54;"Masculino";1;0;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;216712;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177907;"Automóvel";"VW/GOL 1.6";2012;"Passageiro";"Lesoes Leves";33;"Masculino";0;1;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100090;216728;2018-01-01;"segunda-feira";"15:40:00";"ES";262;121,3;"CONCEICAO DO CASTELO";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Nao";177908;"Automóvel";"FORD/FIESTA FLEX";2010;"Passageiro";"Lesoes Leves";18;"Feminino";0;1;0;0;"-20.29375747";"-41.23261549";"SR-ES";"DEL12/1";"UOP02/ES"
100105;216634;2018-01-01;"segunda-feira";"15:55:00";"AL";316;129,9;"MINADOR DO NEGRAO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177848;"Carroca-charrete";"";NA;"Condutor";"Lesoes Leves";30;"Masculino";0;1;0;0;"-9.391512";"-36.848614";"SR-AL";"DEL13/3";"UOP01/AL"
100105;216635;2018-01-01;"segunda-feira";"15:55:00";"AL";316;129,9;"MINADOR DO NEGRAO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177848;"Carroca-charrete";"";NA;"Passageiro";"Lesoes Leves";44;"Feminino";0;1;0;0;"-9.391512";"-36.848614";"SR-AL";"DEL13/3";"UOP01/AL"
100105;216630;2018-01-01;"segunda-feira";"15:55:00";"AL";316;129,9;"MINADOR DO NEGRAO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177836;"Motocicleta";"HONDA/CG 125 TITAN";1999;"Passageiro";"Lesoes Leves";20;"Feminino";0;1;0;0;"-9.391512";"-36.848614";"SR-AL";"DEL13/3";"UOP01/AL"
100105;216628;2018-01-01;"segunda-feira";"15:55:00";"AL";316;129,9;"MINADOR DO NEGRAO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177836;"Motocicleta";"HONDA/CG 125 TITAN";1999;"Condutor";"Lesoes Graves";31;"Masculino";0;0;1;0;"-9.391512";"-36.848614";"SR-AL";"DEL13/3";"UOP01/AL"
100105;216841;2018-01-01;"segunda-feira";"15:55:00";"AL";316;129,9;"MINADOR DO NEGRAO";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Nao";177836;"Motocicleta";"HONDA/CG 125 TITAN";1999;"Testemunha";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-9.391512";"-36.848614";"SR-AL";"DEL13/3";"UOP01/AL"
100126;216824;2018-01-01;"segunda-feira";"17:15:00";"SC";101;319,9;"PESCARIA BRAVA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Sim";178018;"Automóvel";"TOYOTA/COROLLA XEI20FLEX";2010;"Condutor";"Ileso";43;"Masculino";1;0;0;0;"-28.42911012";"-48.87017163";"SR-SC";"DEL8/2";"UOP01/SC"
100126;216822;2018-01-01;"segunda-feira";"17:15:00";"SC";101;319,9;"PESCARIA BRAVA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Sim";178015;"Automóvel";"FIAT/PUNTO ELX 1.4";2009;"Condutor";"Ileso";24;"Masculino";1;0;0;0;"-28.42911012";"-48.87017163";"SR-SC";"DEL8/2";"UOP01/SC"
100126;216821;2018-01-01;"segunda-feira";"17:15:00";"SC";101;319,9;"PESCARIA BRAVA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Sim";178013;"Camioneta";"FORD/F1000S";1989;"Condutor";"Ileso";41;"Masculino";1;0;0;0;"-28.42911012";"-48.87017163";"SR-SC";"DEL8/2";"UOP01/SC"
100126;216823;2018-01-01;"segunda-feira";"17:15:00";"SC";101;319,9;"PESCARIA BRAVA";"Sim";"Ingestao de alcool";1;"Colisao traseira";"Sem Vitimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Sim";178017;"Automóvel";"VW/GOL 1.0";2007;"Condutor";"Ileso";34;"Masculino";1;0;0;0;"-28.42911012";"-48.87017163";"SR-SC";"DEL8/2";"UOP01/SC"
100130;216742;2018-01-01;"segunda-feira";"18:20:00";"SP";101;47,7;"UBATUBA";"Nao";"Ingestao de alcool";1;"Colisao transversal";"Com Vitimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Curva";"Sim";177821;"Motocicleta";"KAWASAKI/NINJA 250R";2011;"Testemunha";"Nao Informado";NA;"Nao Informado";0;0;0;0;"-23.43461685";"-45.08648091";"SR-SP";"DEL6/7";"UOP01/SP"
